Transaction Amount,Payment Method,Product Category,Quantity,Customer Age,Device Used,Is Fraudulent,Account Age Days,Transaction Hour,Shipping Billing Same
200.56,credit card,clothing,1,36,desktop,0,251,2,1
137.98,bank transfer,toys & games,2,37,mobile,0,277,18,1
210.75,bank transfer,home & garden,1,43,desktop,0,226,5,1
714.09,PayPal,electronics,3,37,desktop,0,75,6,1
52.56,PayPal,electronics,3,38,tablet,0,203,12,1
102.56,PayPal,home & garden,4,26,desktop,0,241,23,1
555.7,credit card,clothing,3,41,desktop,0,307,8,1
3435.15,PayPal,toys & games,2,56,tablet,1,162,3,1
53.39,bank transfer,electronics,4,32,mobile,0,361,21,1
336.92,PayPal,electronics,1,33,desktop,0,206,1,1
19.29,credit card,health & beauty,5,40,tablet,0,353,19,1
89.67,PayPal,home & garden,1,50,tablet,1,14,3,1
82.63,credit card,clothing,4,34,mobile,0,228,0,1
93.12,debit card,toys & games,4,36,mobile,0,242,19,1
85.35,debit card,home & garden,2,33,mobile,0,151,6,1
77.39,debit card,clothing,2,38,tablet,0,174,14,1
38.91,bank transfer,electronics,3,26,desktop,0,223,0,1
33.97,credit card,electronics,1,25,mobile,0,311,17,1
96.26,debit card,clothing,2,45,desktop,0,342,17,1
120.54,PayPal,clothing,3,47,desktop,0,310,20,1
87.84,PayPal,home & garden,5,36,tablet,0,339,23,1
124.17,PayPal,health & beauty,4,45,mobile,0,132,6,1
271.95,debit card,toys & games,3,44,desktop,0,6,14,1
19.9,PayPal,clothing,4,46,tablet,0,158,19,1
104.36,PayPal,clothing,4,61,mobile,0,241,9,1
365.23,credit card,health & beauty,1,34,tablet,0,89,2,1
162.17,PayPal,toys & games,3,36,mobile,0,151,9,1
81.34,bank transfer,toys & games,3,48,desktop,0,288,16,1
323.29,debit card,toys & games,5,32,mobile,0,212,21,1
344.2,debit card,toys & games,5,39,desktop,0,74,8,1
1629.85,debit card,home & garden,3,73,desktop,1,305,21,1
41.5,PayPal,toys & games,1,42,tablet,0,90,22,1
20.95,PayPal,electronics,3,27,mobile,0,295,21,1
58.29,PayPal,clothing,1,31,tablet,0,365,16,1
60.46,PayPal,electronics,2,46,desktop,0,306,5,1
59.17,debit card,clothing,5,39,desktop,0,296,6,1
96.85,credit card,health & beauty,3,28,tablet,0,254,9,1
13.67,PayPal,health & beauty,3,29,mobile,0,190,18,1
21.21,credit card,home & garden,2,36,desktop,0,166,12,1
90.91,debit card,home & garden,5,46,tablet,1,24,7,1
301.77,bank transfer,home & garden,2,44,mobile,1,29,1,1
23.62,PayPal,electronics,3,48,desktop,0,134,6,1
363.16,credit card,electronics,3,50,mobile,0,250,13,1
47.24,PayPal,health & beauty,2,39,tablet,0,47,10,1
891.55,bank transfer,health & beauty,5,25,desktop,1,311,3,0
38.97,debit card,health & beauty,2,31,tablet,0,224,21,0
316.31,debit card,electronics,5,24,desktop,0,57,12,1
34.85,bank transfer,electronics,1,39,tablet,0,72,5,1
694.03,PayPal,electronics,1,15,tablet,0,318,4,1
245.41,PayPal,electronics,1,23,mobile,0,215,18,1
411.14,PayPal,toys & games,1,34,tablet,0,5,18,0
32.89,bank transfer,toys & games,1,24,desktop,0,136,10,1
1070.95,debit card,toys & games,5,50,desktop,0,172,2,1
329.58,PayPal,home & garden,4,41,desktop,0,225,20,1
347.91,credit card,health & beauty,2,37,desktop,0,260,7,1
215.19,bank transfer,home & garden,5,45,mobile,0,347,11,1
396.13,PayPal,home & garden,5,36,mobile,0,157,1,1
140.44,PayPal,health & beauty,5,27,tablet,0,150,4,1
730.64,PayPal,health & beauty,2,33,desktop,0,238,0,0
731.97,PayPal,toys & games,4,36,mobile,0,296,4,1
408.46,debit card,electronics,2,40,mobile,0,14,16,0
19.53,debit card,electronics,4,35,mobile,0,235,6,0
73.34,PayPal,home & garden,3,28,mobile,0,108,21,1
36.54,PayPal,toys & games,1,15,tablet,0,322,19,1
252.7,credit card,toys & games,1,43,mobile,0,203,19,1
35.98,credit card,toys & games,2,27,mobile,0,155,15,1
70.81,bank transfer,electronics,5,30,mobile,0,127,10,1
49.1,credit card,electronics,5,39,mobile,0,257,6,1
1104.57,debit card,health & beauty,1,33,desktop,0,63,5,1
107.41,bank transfer,toys & games,5,27,mobile,0,25,0,1
734.11,bank transfer,electronics,1,35,tablet,0,206,7,0
21.56,PayPal,toys & games,2,31,tablet,0,16,2,1
512.61,credit card,clothing,3,44,tablet,0,329,4,1
193.33,credit card,clothing,5,24,desktop,0,217,23,1
483.2,PayPal,electronics,5,37,mobile,0,236,2,1
380.13,debit card,home & garden,4,38,mobile,0,84,16,1
238.08,bank transfer,health & beauty,4,22,tablet,0,1,12,1
105.77,credit card,electronics,2,28,mobile,0,171,4,1
297.54,PayPal,home & garden,5,36,tablet,0,138,1,1
516.83,PayPal,clothing,1,29,mobile,0,173,3,1
31.04,PayPal,electronics,2,44,tablet,0,231,12,1
136.38,debit card,toys & games,1,33,tablet,0,63,20,1
151.8,debit card,home & garden,2,55,tablet,0,238,16,1
237.7,bank transfer,clothing,2,24,tablet,0,224,21,1
591.17,debit card,home & garden,1,46,tablet,0,59,6,1
388.44,PayPal,electronics,2,35,mobile,0,272,9,1
131.87,bank transfer,electronics,2,42,mobile,0,102,6,1
118.17,debit card,clothing,3,29,mobile,0,234,14,1
379.91,debit card,home & garden,3,29,mobile,0,357,23,1
120.38,PayPal,electronics,2,23,mobile,0,176,19,0
128.24,PayPal,toys & games,5,28,mobile,0,301,8,1
358.05,debit card,home & garden,3,33,mobile,0,334,1,1
59.27,PayPal,home & garden,3,33,desktop,0,216,6,1
170.16,PayPal,clothing,3,43,mobile,0,295,6,1
306.96,bank transfer,electronics,3,38,desktop,0,322,18,1
705.94,bank transfer,health & beauty,4,29,mobile,0,123,22,1
160.57,debit card,home & garden,3,32,mobile,0,193,23,1
52.86,PayPal,health & beauty,2,30,desktop,0,162,14,1
171.03,debit card,electronics,2,42,mobile,0,100,0,1
443.01,PayPal,electronics,5,24,desktop,0,188,8,1
202.4,PayPal,toys & games,1,32,desktop,0,249,1,0
77.2,bank transfer,home & garden,5,42,tablet,0,156,23,1
63.2,bank transfer,home & garden,2,33,tablet,0,334,23,1
420.76,credit card,electronics,5,38,desktop,0,315,3,1
543.05,bank transfer,toys & games,1,37,tablet,0,105,7,1
364.21,bank transfer,clothing,5,24,desktop,0,210,2,1
49.92,credit card,home & garden,2,36,desktop,0,65,18,1
94.42,debit card,health & beauty,2,30,tablet,0,365,21,1
301.51,bank transfer,home & garden,1,41,mobile,0,300,15,1
13.0,debit card,toys & games,5,35,tablet,0,280,12,1
20.73,bank transfer,electronics,1,51,mobile,0,87,10,1
88.66,bank transfer,health & beauty,4,24,tablet,0,166,2,1
577.28,debit card,electronics,5,27,desktop,0,268,23,1
197.09,debit card,home & garden,1,31,mobile,0,171,17,1
243.08,debit card,clothing,3,46,tablet,0,145,16,1
263.19,debit card,toys & games,5,30,mobile,0,304,13,1
449.35,debit card,toys & games,1,30,mobile,1,104,4,1
525.27,bank transfer,home & garden,5,30,tablet,0,234,3,1
100.98,bank transfer,health & beauty,1,37,desktop,0,152,15,0
163.91,debit card,electronics,3,33,mobile,0,183,1,1
28.05,PayPal,toys & games,5,25,desktop,0,63,23,1
72.7,PayPal,clothing,4,30,tablet,0,18,17,1
125.5,debit card,electronics,4,25,desktop,0,216,10,1
143.58,bank transfer,clothing,5,34,desktop,0,122,18,1
50.2,debit card,home & garden,2,32,tablet,0,92,1,1
61.18,PayPal,electronics,2,33,mobile,0,222,10,0
168.67,PayPal,home & garden,1,47,mobile,0,323,1,1
149.83,credit card,health & beauty,2,26,desktop,0,184,20,0
282.57,bank transfer,toys & games,1,37,desktop,0,56,3,1
25.92,bank transfer,clothing,2,21,tablet,0,357,18,1
488.67,debit card,home & garden,4,43,desktop,0,342,14,1
365.31,credit card,toys & games,2,43,mobile,0,108,22,1
107.35,PayPal,health & beauty,3,46,desktop,0,297,11,1
65.12,bank transfer,health & beauty,1,51,tablet,0,25,19,1
212.37,PayPal,clothing,1,30,mobile,0,192,4,1
93.95,bank transfer,health & beauty,2,51,tablet,0,303,10,1
126.55,credit card,health & beauty,5,30,tablet,0,119,16,1
89.93,PayPal,clothing,3,53,mobile,0,225,21,1
222.73,bank transfer,health & beauty,3,32,tablet,0,317,13,1
585.09,bank transfer,clothing,2,30,mobile,0,254,1,1
270.84,PayPal,clothing,5,22,desktop,0,7,9,0
20.72,debit card,toys & games,5,53,desktop,0,327,13,1
252.17,bank transfer,electronics,5,29,mobile,0,290,2,1
156.58,bank transfer,clothing,1,31,tablet,0,302,9,1
46.74,bank transfer,electronics,3,30,desktop,0,19,0,1
208.75,PayPal,health & beauty,3,32,tablet,0,347,7,1
468.61,debit card,toys & games,1,39,mobile,0,78,6,1
256.77,debit card,electronics,3,24,mobile,0,331,19,1
36.06,bank transfer,health & beauty,2,51,desktop,1,8,2,1
272.46,credit card,electronics,2,43,tablet,0,64,11,1
122.31,bank transfer,home & garden,5,28,desktop,0,64,14,1
29.18,credit card,health & beauty,3,24,mobile,0,134,13,1
141.34,credit card,home & garden,3,51,desktop,0,99,11,1
347.2,debit card,health & beauty,2,43,desktop,0,330,20,1
200.35,bank transfer,electronics,5,36,desktop,0,160,0,1
104.86,bank transfer,electronics,3,18,mobile,0,296,21,1
314.2,PayPal,home & garden,3,28,tablet,0,5,12,1
172.63,debit card,toys & games,4,41,tablet,0,75,6,1
43.02,bank transfer,health & beauty,2,45,desktop,0,111,3,1
131.58,PayPal,home & garden,3,33,tablet,0,270,19,1
390.64,credit card,electronics,4,57,tablet,0,177,19,1
51.86,credit card,health & beauty,1,40,mobile,1,163,21,1
447.92,credit card,electronics,2,40,tablet,0,59,16,1
57.46,PayPal,toys & games,5,40,tablet,0,96,9,1
41.56,debit card,toys & games,2,40,desktop,0,270,11,1
778.16,PayPal,health & beauty,2,43,tablet,1,68,12,1
114.02,debit card,toys & games,2,16,tablet,0,200,2,1
18.34,debit card,electronics,3,28,desktop,0,285,19,1
223.34,credit card,health & beauty,2,21,tablet,0,184,13,1
99.17,bank transfer,home & garden,2,28,tablet,0,39,7,0
60.5,PayPal,health & beauty,2,33,desktop,0,208,7,1
119.14,bank transfer,toys & games,5,33,mobile,0,216,7,1
26.75,credit card,home & garden,2,42,mobile,0,231,22,1
71.75,debit card,clothing,5,46,tablet,0,79,12,1
51.68,debit card,toys & games,3,36,desktop,0,123,0,1
139.98,credit card,home & garden,2,32,tablet,0,93,18,1
24.42,credit card,health & beauty,3,31,tablet,0,198,13,0
23.56,PayPal,toys & games,1,28,desktop,0,60,5,0
261.56,debit card,clothing,2,30,tablet,0,169,16,1
92.87,credit card,health & beauty,4,44,tablet,1,183,23,1
60.16,PayPal,clothing,4,42,desktop,0,98,19,1
208.97,debit card,toys & games,3,39,mobile,0,285,20,1
131.37,PayPal,toys & games,1,32,desktop,0,358,16,1
255.88,PayPal,health & beauty,3,18,mobile,0,65,7,1
229.41,PayPal,health & beauty,4,32,desktop,0,21,13,1
131.51,bank transfer,health & beauty,2,38,mobile,0,142,3,1
20.06,credit card,toys & games,5,26,mobile,0,25,16,1
49.32,PayPal,clothing,2,18,desktop,0,188,17,1
86.13,debit card,toys & games,5,30,mobile,0,354,18,1
46.85,bank transfer,home & garden,5,19,mobile,0,96,17,1
107.06,credit card,toys & games,3,45,tablet,0,232,7,1
75.53,bank transfer,home & garden,3,25,tablet,0,352,13,1
226.2,debit card,toys & games,5,52,mobile,0,28,20,1
275.91,debit card,toys & games,2,21,tablet,0,195,11,1
399.59,debit card,toys & games,5,30,desktop,0,176,23,1
153.06,credit card,clothing,4,28,desktop,0,44,20,1
185.62,debit card,electronics,5,34,mobile,0,259,6,1
143.38,credit card,health & beauty,3,26,tablet,0,11,17,1
246.57,PayPal,home & garden,5,24,desktop,0,243,14,1
16.1,credit card,home & garden,5,31,mobile,0,277,14,1
274.55,debit card,electronics,5,41,tablet,0,22,6,1
121.46,credit card,home & garden,2,37,tablet,0,42,15,1
46.28,PayPal,toys & games,3,15,mobile,0,136,0,1
111.43,PayPal,health & beauty,3,29,desktop,0,222,15,1
108.62,credit card,home & garden,3,36,desktop,0,76,10,1
181.68,bank transfer,health & beauty,4,36,desktop,0,316,12,1
55.1,PayPal,home & garden,4,25,tablet,0,335,4,1
69.21,credit card,toys & games,1,30,tablet,0,204,13,1
194.14,PayPal,electronics,2,36,mobile,0,126,6,1
52.66,bank transfer,electronics,4,29,desktop,0,283,3,1
63.95,debit card,health & beauty,3,41,desktop,1,13,9,1
109.24,credit card,health & beauty,3,20,tablet,0,343,19,1
150.2,debit card,health & beauty,4,46,mobile,0,123,7,1
160.18,credit card,toys & games,3,41,mobile,0,22,13,1
1124.03,bank transfer,health & beauty,2,55,tablet,0,232,23,1
106.46,bank transfer,home & garden,2,46,desktop,0,14,21,1
487.26,bank transfer,home & garden,3,31,desktop,0,29,23,1
221.39,debit card,clothing,1,13,desktop,0,248,9,1
12.67,bank transfer,toys & games,1,19,tablet,0,189,2,1
196.64,PayPal,toys & games,1,23,mobile,0,197,3,1
104.75,PayPal,clothing,3,37,mobile,0,295,9,1
1078.05,PayPal,toys & games,2,40,tablet,0,67,8,1
280.15,debit card,clothing,2,17,tablet,0,333,17,1
752.8,debit card,health & beauty,1,29,mobile,0,176,19,1
966.94,debit card,toys & games,1,23,desktop,0,194,1,1
318.69,bank transfer,clothing,3,38,tablet,0,205,1,1
46.54,bank transfer,home & garden,3,37,mobile,0,214,23,0
488.98,debit card,home & garden,3,35,tablet,0,136,9,1
158.17,bank transfer,home & garden,1,32,tablet,0,341,6,1
18.85,PayPal,home & garden,5,48,mobile,0,152,15,1
118.93,credit card,health & beauty,3,35,tablet,0,145,21,1
85.47,bank transfer,toys & games,2,17,desktop,0,31,13,1
328.4,PayPal,toys & games,5,16,desktop,0,142,0,1
299.96,debit card,home & garden,1,53,desktop,0,275,11,1
56.65,credit card,clothing,4,56,tablet,0,318,14,1
102.81,credit card,electronics,3,20,desktop,0,209,20,1
96.38,debit card,home & garden,5,24,tablet,0,349,2,1
140.5,debit card,home & garden,4,56,tablet,0,115,20,1
176.15,bank transfer,clothing,1,53,tablet,0,197,17,1
101.28,PayPal,clothing,1,30,tablet,0,298,23,1
203.08,bank transfer,home & garden,4,34,tablet,0,285,23,1
118.23,credit card,electronics,5,30,desktop,0,251,14,1
48.33,PayPal,health & beauty,2,39,tablet,0,159,8,1
371.48,credit card,health & beauty,4,32,tablet,0,158,23,1
61.49,PayPal,home & garden,5,21,desktop,0,156,3,1
179.89,bank transfer,home & garden,2,39,desktop,0,46,2,1
341.3,debit card,home & garden,5,47,tablet,0,221,5,1
224.97,debit card,electronics,4,35,tablet,0,162,21,1
208.33,bank transfer,clothing,5,34,mobile,0,170,12,1
106.72,PayPal,health & beauty,3,32,tablet,0,164,2,1
198.69,bank transfer,home & garden,4,39,mobile,0,120,4,1
143.33,PayPal,clothing,3,31,mobile,0,82,21,1
597.38,PayPal,clothing,2,43,mobile,0,218,15,1
38.36,credit card,toys & games,4,48,mobile,0,111,18,1
1069.61,bank transfer,clothing,3,33,tablet,0,248,0,1
17.46,PayPal,toys & games,2,46,desktop,0,134,5,1
522.95,PayPal,health & beauty,2,25,desktop,0,150,7,1
119.05,credit card,health & beauty,4,35,desktop,0,73,21,1
947.8,credit card,electronics,5,52,tablet,0,184,1,1
894.95,debit card,home & garden,2,32,mobile,1,165,0,0
10.6,PayPal,toys & games,2,38,tablet,0,182,13,1
57.72,bank transfer,electronics,5,22,mobile,0,149,18,1
122.82,PayPal,home & garden,4,20,mobile,0,106,12,1
30.55,bank transfer,health & beauty,3,19,mobile,0,362,4,1
301.86,PayPal,clothing,2,52,mobile,0,292,9,1
127.0,credit card,electronics,4,32,mobile,0,350,8,0
457.72,debit card,electronics,1,34,mobile,1,271,17,1
80.26,bank transfer,home & garden,1,42,desktop,0,95,23,1
92.02,PayPal,health & beauty,3,22,tablet,0,48,3,1
218.41,debit card,home & garden,4,24,mobile,0,248,20,1
12.52,bank transfer,health & beauty,2,33,desktop,0,84,14,1
722.73,PayPal,home & garden,2,43,tablet,1,4,3,1
41.25,PayPal,electronics,2,36,desktop,0,289,12,1
256.43,credit card,health & beauty,5,45,mobile,0,154,20,1
39.32,bank transfer,clothing,1,32,tablet,1,268,5,1
67.72,debit card,clothing,5,20,mobile,0,282,10,1
184.47,debit card,home & garden,2,39,tablet,0,188,21,1
137.73,debit card,health & beauty,4,37,tablet,0,337,13,1
269.38,bank transfer,health & beauty,1,41,tablet,0,141,18,1
371.64,bank transfer,electronics,5,32,mobile,0,304,8,1
160.83,PayPal,home & garden,2,34,desktop,0,138,10,1
178.27,PayPal,health & beauty,2,31,tablet,0,18,2,1
322.93,debit card,electronics,1,34,desktop,0,176,10,1
362.94,credit card,clothing,3,25,tablet,0,98,10,1
67.53,debit card,electronics,2,33,desktop,0,37,23,1
109.46,PayPal,home & garden,4,20,tablet,0,264,18,1
301.77,credit card,electronics,5,30,desktop,0,281,15,1
610.37,PayPal,toys & games,1,39,tablet,0,237,17,1
484.23,PayPal,home & garden,2,32,desktop,0,203,16,1
129.91,bank transfer,home & garden,2,26,tablet,0,63,19,1
185.33,PayPal,clothing,1,51,mobile,0,40,23,1
204.93,PayPal,health & beauty,4,29,desktop,0,316,11,1
65.99,bank transfer,toys & games,2,24,tablet,0,45,22,1
224.93,bank transfer,electronics,3,45,mobile,0,290,15,1
485.07,PayPal,health & beauty,4,31,mobile,0,327,4,0
855.44,bank transfer,clothing,5,37,tablet,0,152,20,0
22.63,bank transfer,home & garden,1,38,desktop,0,211,18,1
170.2,credit card,electronics,1,41,tablet,0,8,13,1
103.07,bank transfer,health & beauty,2,21,mobile,0,181,3,1
601.94,credit card,home & garden,4,40,mobile,0,142,21,1
389.07,bank transfer,health & beauty,3,32,desktop,0,331,14,1
161.55,PayPal,clothing,4,43,mobile,0,5,21,1
628.09,PayPal,clothing,4,27,mobile,0,233,16,1
20.42,PayPal,electronics,3,39,desktop,0,286,16,1
124.51,bank transfer,clothing,1,44,desktop,0,153,17,1
434.9,PayPal,toys & games,3,29,tablet,0,223,21,1
416.07,bank transfer,clothing,2,38,tablet,0,183,23,1
212.73,debit card,home & garden,5,46,desktop,0,214,21,1
202.27,debit card,electronics,5,33,mobile,0,336,12,1
232.0,debit card,electronics,2,25,desktop,0,170,15,0
449.47,PayPal,clothing,5,38,desktop,1,200,0,1
1149.05,PayPal,electronics,1,54,mobile,1,143,1,1
202.57,debit card,clothing,5,34,tablet,0,255,20,1
152.27,credit card,clothing,1,45,tablet,0,201,17,0
69.4,PayPal,electronics,2,41,tablet,0,246,11,1
31.85,debit card,home & garden,2,27,mobile,0,188,10,1
165.21,debit card,clothing,3,39,desktop,0,332,7,1
85.8,credit card,home & garden,1,31,mobile,0,256,17,1
132.6,PayPal,toys & games,3,33,mobile,0,130,8,1
115.18,credit card,electronics,4,50,tablet,0,154,8,1
14.86,PayPal,electronics,1,40,tablet,0,175,6,1
105.62,debit card,electronics,5,40,desktop,0,2,1,1
126.14,credit card,home & garden,3,50,tablet,0,189,2,1
29.85,debit card,clothing,1,35,mobile,0,273,6,1
421.9,debit card,health & beauty,4,26,desktop,0,47,0,0
306.72,bank transfer,home & garden,4,38,mobile,0,130,21,1
47.08,bank transfer,health & beauty,2,38,tablet,0,201,12,1
210.08,credit card,electronics,5,25,tablet,0,333,7,1
85.62,debit card,electronics,3,31,desktop,0,160,21,1
66.94,credit card,home & garden,1,31,desktop,0,158,7,1
286.61,debit card,health & beauty,3,43,desktop,0,297,15,1
327.99,credit card,electronics,5,41,mobile,0,314,7,1
232.46,debit card,clothing,3,22,desktop,0,49,12,1
117.85,debit card,health & beauty,5,37,tablet,0,346,10,1
92.42,debit card,electronics,1,26,tablet,0,183,2,1
39.16,debit card,home & garden,1,43,tablet,0,67,10,1
1247.96,debit card,home & garden,2,32,tablet,0,126,14,1
376.88,debit card,clothing,1,30,desktop,0,128,4,1
591.16,debit card,toys & games,2,37,desktop,0,122,19,1
710.49,credit card,toys & games,1,20,mobile,0,32,1,1
581.6,PayPal,electronics,5,37,tablet,0,90,0,1
125.0,bank transfer,electronics,2,39,desktop,0,99,16,1
53.8,PayPal,toys & games,5,41,tablet,0,150,6,1
121.51,bank transfer,clothing,1,27,tablet,0,95,2,1
283.75,credit card,clothing,1,26,desktop,0,186,18,1
97.66,debit card,home & garden,2,25,desktop,0,11,14,1
75.32,bank transfer,clothing,3,26,tablet,0,358,3,1
13.56,debit card,home & garden,2,27,desktop,0,218,5,1
252.68,debit card,electronics,5,38,desktop,0,235,21,1
180.04,PayPal,home & garden,4,42,tablet,0,13,4,1
15.51,credit card,health & beauty,1,36,desktop,0,174,19,1
39.95,credit card,health & beauty,3,33,tablet,0,297,6,1
702.3,PayPal,electronics,4,47,tablet,0,300,0,1
277.75,debit card,health & beauty,1,35,desktop,0,346,11,1
464.25,debit card,toys & games,2,16,desktop,0,297,13,1
89.55,debit card,toys & games,5,47,mobile,0,30,18,1
103.08,debit card,clothing,4,45,mobile,0,352,9,1
31.39,bank transfer,electronics,1,38,tablet,0,228,12,1
492.79,bank transfer,electronics,2,34,tablet,0,294,4,1
138.25,debit card,clothing,4,35,desktop,0,242,19,1
238.97,debit card,clothing,2,40,desktop,0,271,15,1
472.19,PayPal,home & garden,4,6,tablet,0,346,22,1
255.4,debit card,electronics,4,29,tablet,0,275,19,1
345.56,credit card,health & beauty,3,29,tablet,0,183,0,0
198.02,PayPal,clothing,2,22,desktop,0,229,22,0
224.03,credit card,home & garden,4,32,desktop,0,209,11,1
312.05,bank transfer,electronics,2,44,tablet,0,11,8,1
